gene,beta1,beta2,eigenvalue_modulus,r2,root_type,category
Fbxo44,0.584213,0.055335,0.6672,0.3850,real,other
Ptchd2,0.085085,-0.079546,0.2820,0.0118,complex,other
Ubiad1,-0.267548,0.185887,0.5852,0.1401,real,other
Angptl7,-0.060927,-0.049540,0.2226,0.0055,complex,other
Tardbp,0.389030,0.255140,0.7358,0.4168,real,other
Pex14,0.353051,0.260074,0.7162,0.2758,real,other
Cort,-0.110781,0.340045,0.6411,0.1346,real,other
Apitd1,-0.327546,0.003415,0.3377,0.0993,real,other
Pgd,0.833122,-0.171872,0.4572,0.5144,real,other
Kif1b,0.888474,-0.336091,0.5797,0.4999,complex,other
Ube4b,0.227979,0.176432,0.5492,0.0595,real,other
Rbp7,-0.077194,0.286183,0.5749,0.0724,real,other
Nmnat1,0.133203,0.452683,0.7427,0.2589,real,other
Pik3cd,0.077252,0.134581,0.4075,0.0223,real,other
Tmem201,0.124061,0.070971,0.3356,0.0199,real,other
Slc25a33,0.050694,0.284741,0.5596,0.0917,real,other
Spsb1,0.062053,0.135984,0.4011,0.0239,real,other
H6pd,0.665533,-0.020819,0.6326,0.4535,real,other
Car6,0.231428,0.118996,0.4796,0.0866,real,other
LOC102638183,0.216021,0.344444,0.7048,0.1153,real,other
Slc45a1,-0.371329,0.318457,0.7797,0.3317,real,other
Park7,1.131054,-0.513052,0.7163,0.6728,complex,other
Per3,0.909577,-0.236341,0.4861,0.5890,complex,clock
Vamp3,-0.112635,0.412534,0.7011,0.2018,real,other
Camta1,0.209201,0.234418,0.5999,0.1402,real,other
Thap3,0.074659,-0.374781,0.6122,0.1331,complex,other
Phf13,0.297026,-0.234502,0.4843,0.1006,complex,other
Zbtb48,0.139953,0.315276,0.6358,0.0789,real,other
Tas1r1,-0.192712,0.317214,0.6678,0.1162,real,other
Espn,-0.010307,0.255419,0.5106,0.0583,real,other
Hes3,0.082885,0.061340,0.2926,0.0080,real,other
Rnf207,-0.331603,-0.022052,0.2395,0.1054,real,other
Kcnab2,-0.151451,-0.143225,0.3785,0.0352,complex,other
Ajap1,-0.158320,-0.347219,0.5893,0.1340,complex,other
BC049688,-0.125162,0.427945,0.7197,0.1698,real,other
Dffb,-0.423434,-0.120705,0.3474,0.1474,complex,other
Smim1,-0.547222,-0.121643,0.3488,0.2536,complex,other
Ccdc27,0.160888,-0.379341,0.6159,0.1529,complex,other
Trp73,-0.260203,-0.064076,0.2531,0.0634,complex,other
Tprgl,0.117690,0.149423,0.4499,0.0379,real,other
Arhgef16,-0.249641,0.195711,0.5845,0.1282,real,other
Prdm16,-0.163295,-0.479390,0.6924,0.2515,complex,other
5930403L14Rik,-0.050901,0.104554,0.3498,0.0097,real,other
Actrt2,-0.078895,-0.046266,0.2151,0.0074,complex,other
Fam213b,0.281295,0.077101,0.4519,0.0899,real,other
Tnfrsf14,0.498604,-0.138408,0.3720,0.1906,complex,other
Plch2,0.193820,-0.189010,0.4348,0.0589,complex,other
Rer1,0.325847,0.089727,0.5039,0.1227,real,other
Ski,0.648434,-0.229462,0.4790,0.3120,complex,other
Prkcz,-0.158115,-0.071281,0.2670,0.0240,complex,other
Gabrd,0.100110,0.104721,0.3775,0.0213,real,other
Gm10563,0.167805,0.168840,0.5033,0.0697,real,other
Mmp23,0.288338,0.087424,0.4731,0.1060,real,other
Mib2,0.003820,0.565221,0.7537,0.3059,real,other
1500002C15Rik,-0.075119,0.564273,0.7897,0.2888,real,other
Atad3a,-0.136204,0.322532,0.6401,0.1319,real,other
Vwa1,-0.245812,0.184575,0.5698,0.1197,real,other
Tmem88b,0.156522,-0.159708,0.3996,0.0424,complex,other
AI428898,0.079734,0.187295,0.4745,0.0429,real,other
Tas1r3,0.094035,0.288913,0.5866,0.0952,real,other
Cptp,-0.131657,0.011133,0.1902,0.0182,real,other
Pusl1,0.206518,0.217023,0.5804,0.0951,real,other
B3galt6,0.010308,0.423948,0.6563,0.1621,real,other
Gm10560,0.163875,0.045166,0.3097,0.0322,real,other
Ttll10,-0.336998,0.194155,0.6402,0.1956,real,other
Mir200a,-0.002266,0.571999,0.7574,0.2829,real,other
Mir200b,0.180057,-0.105475,0.3248,0.0312,complex,other
Agrn,-0.164699,-0.049585,0.2227,0.0228,complex,other
Cdk6,0.358646,-0.055128,0.2348,0.1139,complex,other
Fam133b,-0.250513,-0.011665,0.1887,0.0585,real,other
1700109H08Rik,0.192969,0.218197,0.5735,0.1014,real,other
Pex1,0.626083,0.036395,0.6796,0.4097,real,other
Tmbim7,-0.279561,-0.318190,0.5641,0.1105,complex,other
Krit1,-0.046550,0.444755,0.6906,0.1925,real,other
Lrrd1,-0.039022,-0.150444,0.3879,0.0218,complex,other
Gm8773,0.010171,0.021552,0.1520,-0.0006,real,other
Steap2,-0.083248,0.456641,0.7187,0.2288,real,other
4921511H03Rik,-0.224438,0.124166,0.4820,0.0792,real,other
Steap4,0.257367,0.053281,0.3930,0.0736,real,other
Sri,0.129520,0.198456,0.5149,0.0577,real,other
Slc25a40,-0.111190,0.239795,0.5484,0.0610,real,other
Abcb1a,0.581875,-0.064814,0.4318,0.3113,real,other
Abcb1b,0.261456,0.049059,0.3879,0.0746,real,other
Abcb4,0.425558,0.098156,0.5915,0.2077,real,other
Tmem243,0.064627,0.322107,0.6008,0.1144,real,other
9330182L06Rik,0.057733,-0.025392,0.1593,0.0039,complex,other
Sema3d,-0.172652,0.137981,0.4677,0.0462,real,other
Sema3a,-0.044817,0.254185,0.5271,0.0650,real,other
Speer3,-0.165397,0.215399,0.5541,0.0858,real,other
Sema3e,-0.135202,0.253501,0.5756,0.0937,real,other
Pclo,-0.298997,-0.210543,0.4588,0.1025,complex,other
Cacna2d1,0.071964,-0.022569,0.1502,0.0032,complex,other
Hgf,-0.195710,0.406195,0.7427,0.2129,real,other
Sema3c,0.115078,0.034876,0.2530,0.0105,real,other
Gnat3,0.110961,-0.099978,0.3162,0.0180,complex,other
Magi2,0.156890,0.096341,0.3986,0.0311,real,other
Tmem60,0.231630,0.137686,0.5045,0.0844,real,other
A630072M18Rik,-0.126982,0.216541,0.5331,0.0719,real,other
Gsap,0.195416,0.244476,0.6017,0.1011,real,other
Fgl2,-0.083326,0.162057,0.4464,0.0356,real,other
Fam185a,-0.048141,0.383021,0.6434,0.1518,real,other
Lrrc17,-0.191316,0.041923,0.3217,0.0410,real,other
Armc10,-0.031443,0.015659,0.1418,0.0004,real,other
Pmpcb,-0.039156,0.346945,0.6089,0.1167,real,other
Psmc2,0.213208,0.091680,0.4276,0.0623,real,other
Gm10475,-0.083192,0.022211,0.1963,0.0067,real,other
Lhfpl3,-0.269332,0.031804,0.3581,0.0772,real,other
Kmt2e,-0.104844,0.372339,0.6649,0.1479,real,other
Rint1,0.008905,0.146619,0.3874,0.0197,real,other
Klhl7,0.466339,0.147343,0.6823,0.3356,real,other
Nupl2,0.370909,0.205047,0.6748,0.2429,real,other
Nos3,-0.003309,-0.168790,0.4108,0.0265,complex,other
Abcb8,0.059620,0.494234,0.7335,0.2285,real,other
Asic3,-0.050666,0.122738,0.3766,0.0206,real,other
Slc4a2,-0.065131,0.219675,0.5024,0.0485,real,other
Agap3,0.019516,0.152591,0.4005,0.0238,real,other
Chpf2,-0.154906,0.296800,0.6277,0.1353,real,other
1700022A21Rik,-0.154410,0.257477,0.5905,0.0909,real,other
Nub1,-0.009194,0.398144,0.6356,0.1458,real,other
1500035N22Rik,0.151248,0.084801,0.3765,0.0325,real,other
2900005J15Rik,0.471533,-0.216493,0.4653,0.1925,complex,other
Galntl5,-0.201452,0.054905,0.3558,0.0510,real,other
Galnt11,-0.064201,0.357772,0.6311,0.1378,real,other
Cct8l1,-0.549183,-0.370920,0.6090,0.2740,complex,other
Actr3b,-0.017193,-0.247402,0.4974,0.0612,complex,other
Dpp6,0.277016,0.120875,0.5128,0.1138,real,other
Htr5a,-0.148936,0.311838,0.6378,0.1310,real,other
Insig1,0.629956,-0.151465,0.3892,0.2844,complex,other
En2,0.044584,0.169662,0.4348,0.0255,real,other
Rbm33,0.717475,-0.252305,0.5023,0.3562,complex,other
Rnf32,0.161926,-0.186749,0.4321,0.0512,complex,other
Nom1,-0.093716,0.420544,0.6970,0.2263,real,other
Gm6083,-0.043268,-0.187622,0.4332,0.0341,complex,other
Ube3c,-0.396643,0.347117,0.8200,0.4348,real,other
Dnajb6,-0.225434,-0.046519,0.2157,0.0427,complex,other
Gm10469,-0.292377,0.085720,0.4734,0.1067,real,other
Il6,0.008570,-0.184693,0.4298,0.0161,complex,immune
Gareml,0.249736,-0.259453,0.5094,0.1012,complex,other
Ept1,1.140898,-0.506758,0.7119,0.6930,complex,other
Drc1,-0.042515,-0.607183,0.7792,0.2017,complex,other
1700001C02Rik,-0.189626,0.184083,0.5342,0.0757,real,other
Kcnk3,-0.053093,-0.025329,0.1592,0.0010,complex,other
Slc35f6,0.159503,0.437887,0.7463,0.2415,real,other
Cenpa,0.174676,0.146354,0.4797,0.0588,real,other
Dpysl5,0.034891,0.529866,0.7456,0.2485,real,other
Mapre3,0.346768,0.187994,0.6403,0.2097,real,other
Tmem214,0.342722,0.027596,0.4100,0.1199,real,other
Agbl5,-0.200607,0.150946,0.5016,0.0769,real,other
Emilin1,-0.061156,-0.011612,0.1078,-0.0112,complex,other
Khk,0.204916,-0.179939,0.4242,0.0549,complex,other
Abhd1,0.297056,-0.141861,0.3766,0.0749,complex,other
Tcf23,-0.215884,0.449080,0.7867,0.3476,real,other
Atraid,0.473779,0.069163,0.5908,0.2356,real,other
Cad,0.226404,0.136019,0.4990,0.0697,real,other
Gm9924,0.013018,0.182945,0.4343,0.0295,real,other
Dnajc5g,0.138667,-0.285210,0.5341,0.0764,complex,other
Trim54,0.237963,-0.006632,0.2057,0.0576,real,other
Snx17,-0.306038,0.172986,0.5962,0.1603,real,other
Nrbp1,0.009646,0.446674,0.6732,0.1978,real,other
Krtcap3,-0.097107,0.103908,0.3745,0.0147,real,other
Gckr,0.619750,-0.122164,0.3495,0.3153,complex,other
Zfp512,0.488619,-0.080968,0.2845,0.2132,complex,other
4930548H24Rik,0.037677,0.086451,0.3135,0.0082,real,other
Gpn1,0.086353,0.254543,0.5495,0.0682,real,other
Slc4a1ap,-0.527539,-0.043716,0.4246,0.2531,real,other
Mrpl33,0.146996,0.391634,0.7036,0.2074,real,other
Bre,0.356956,0.040775,0.4480,0.1399,real,other
Fosl2,-0.147862,0.157573,0.4777,0.0380,real,other
Plb1,-0.232632,0.405184,0.7634,0.2746,real,other
Ppp1cb,-0.378775,0.211090,0.6863,0.2692,real,other
Yes1,-0.016083,0.424760,0.6598,0.1773,real,other
Depdc5,0.273907,0.179790,0.5825,0.1403,real,other
Slc5a1,0.569012,-0.002834,0.5640,0.2470,real,other
Maea,0.092601,0.378772,0.6635,0.1307,real,other
Uvssa,-0.257143,0.202618,0.5967,0.1408,real,other
Gm9903,-0.087938,0.031919,0.2280,0.0027,real,other
Gm10459,-0.177169,0.073274,0.3734,0.0416,real,other
Tacc3,-0.319699,0.100587,0.5150,0.1182,real,other
Fgfr3,-0.408841,-0.282025,0.5311,0.1740,complex,other
Whsc1,-0.359672,0.175670,0.6359,0.2103,real,other
Gm1673,-0.155990,0.354378,0.6784,0.1687,real,other
Nat8l,0.148813,-0.110622,0.3326,0.0255,complex,other
Rnf4,0.607923,-0.052888,0.5027,0.3117,real,other
Fam193a,0.074845,0.368833,0.6459,0.1260,real,other
Sh3bp2,-0.043251,-0.146953,0.3833,0.0210,complex,other
Add1,0.160325,0.377348,0.6997,0.1779,real,other
Grk4,0.529825,-0.138777,0.3725,0.2301,complex,other
Htt,0.041635,0.340511,0.6047,0.1118,real,other
Msantd1,-0.245525,-0.304036,0.5514,0.1246,complex,other
Rgs12,0.015147,0.233245,0.4906,0.0521,real,other
Hgfac,-0.162140,0.258263,0.5957,0.1002,real,other
Dok7,0.539052,-0.501689,0.7083,0.3455,complex,other
Adra2c,0.067911,0.182672,0.4627,0.0272,real,other
Hmx1,-0.382710,-0.024305,0.3023,0.1395,real,other
Acox3,0.092314,0.381069,0.6652,0.1409,real,other
Ablim2,0.010020,-0.016832,0.1297,-0.0014,complex,other
Psapl1,-0.194391,0.417437,0.7506,0.2582,real,other
Grpel1,0.350732,-0.064221,0.2534,0.1090,complex,other
Ccdc96,0.171799,-0.493245,0.7023,0.2355,complex,other
Ppp2r2c,-0.014397,-0.372490,0.6103,0.1455,complex,other
Jakmip1,-0.192955,-0.143952,0.3794,0.0465,complex,other
Gm1043,-0.029162,0.213763,0.4772,0.0370,real,other
Crmp1,0.000767,0.000763,0.0280,-0.0001,real,other
Evc2,-0.494715,-0.259205,0.5091,0.2097,complex,other
Cytl1,-0.309838,0.146959,0.5684,0.1456,real,other
Stx18,0.348060,0.173439,0.6254,0.1961,real,other
Lyar,0.002045,0.398329,0.6322,0.1571,real,other
Tmem128,0.003103,0.135563,0.3697,0.0182,real,other
Otop1,0.318833,-0.095055,0.3083,0.0921,complex,other
Drd5,-0.218774,0.403501,0.7540,0.2259,real,other
Gm16223,-0.237483,0.265094,0.6471,0.1629,real,other
Cpeb2,0.369078,-0.098326,0.3136,0.1362,complex,other
C1qtnf7,-0.140019,-0.289448,0.5380,0.0981,complex,other
Cc2d2a,0.077456,0.284868,0.5739,0.0835,real,other
Bst1,-0.484022,-0.184531,0.4296,0.2118,complex,other
Cd38,0.374146,0.100743,0.5555,0.1734,real,other
Gm16401,-0.078533,-0.356526,0.5971,0.1256,complex,other
Tapt1,0.264375,0.120413,0.5035,0.0965,real,other
4930431F12Rik,-0.287654,0.119829,0.5187,0.1091,real,other
Clrn2,-0.124893,0.065614,0.3261,0.0204,real,other
Lap3,0.367294,0.268826,0.7337,0.2612,real,other
Med28,0.101461,0.502499,0.7614,0.2504,real,other
Ncapg,-0.021103,0.172478,0.4260,0.0288,real,other
4930449I04Rik,-0.178258,-0.187403,0.4329,0.0571,complex,other
Slit2,-0.098016,0.176084,0.4715,0.0429,real,other
Mir218-1,-0.003523,-0.106496,0.3263,0.0042,complex,other
Pacrgl,0.003652,0.117787,0.3450,0.0126,real,other
Sod3,-0.080303,0.100180,0.3592,0.0049,real,other
Pi4k2b,0.249969,0.274967,0.6640,0.1812,real,other
Zcchc4,0.114914,0.132659,0.4262,0.0347,real,other
Anapc4,-0.189417,0.411591,0.7432,0.2590,real,other
Slc34a2,0.660800,-0.181423,0.4259,0.3348,complex,other
Smim20,0.158378,-0.134025,0.3661,0.0311,complex,other
Rbpj,0.183613,0.342329,0.6841,0.1722,real,other
Tbc1d19,0.088949,0.387144,0.6683,0.1315,real,other
Stim2,0.465842,0.173945,0.7106,0.3531,real,other
Gm10440,-0.093352,0.358982,0.6476,0.1519,real,other
Immp1l,-0.063138,0.364497,0.6361,0.1272,real,other
Pcdh7,0.165311,0.019680,0.2455,0.0287,real,other
G6pd2,0.492251,0.056281,0.5880,0.2750,real,other
Dthd1,-0.056279,-0.063322,0.2516,0.0064,complex,other
Nwd2,-0.349251,0.148656,0.5979,0.1675,real,other
0610040J01Rik,0.411025,0.007676,0.4289,0.1677,real,other
Pgm1,-0.442010,0.250819,0.7684,0.3905,real,other
Tbc1d1,-0.074276,0.475778,0.7279,0.2195,real,other
Klf3,-0.065514,0.123862,0.3862,0.0189,real,other
Fam114a1,0.142994,0.510401,0.7895,0.2782,real,other
Klhl5,0.066265,0.324812,0.6040,0.1049,real,other
Wdr19,0.302842,0.307674,0.7264,0.2551,real,other
Klb,0.596263,-0.218319,0.4672,0.2746,complex,other
Lias,0.014786,0.609057,0.7878,0.3483,real,other
Ube2k,0.381205,0.125391,0.5927,0.2069,real,other
N4bp2,-0.019566,0.443966,0.6762,0.1983,real,other
Rhoh,-0.077481,0.116613,0.3824,0.0180,real,other
Chrna9,-0.173619,0.187516,0.5285,0.0909,real,other
Nsun7,-0.008404,0.003417,0.0628,-0.0080,real,other
Uchl1,0.020176,-0.319026,0.5648,0.0902,complex,other
Limch1,-0.077849,0.155839,0.4356,0.0045,real,other
Tmem33,0.846266,-0.245910,0.4959,0.4745,complex,other
Slc30a9,0.152698,0.384596,0.7012,0.2151,real,other
C330024D21Rik,-0.196293,0.440049,0.7687,0.2895,real,other
Shisa3,0.351864,-0.234562,0.4843,0.0990,complex,other
Grxcr1,-0.088428,0.146845,0.4300,0.0321,real,other
Guf1,0.007461,0.465220,0.6858,0.2111,real,other
Gabrb1,0.307469,-0.259766,0.5097,0.1224,complex,other
Atp10d,0.293956,0.073391,0.4552,0.1051,real,other
Nipal1,0.156306,-0.146384,0.3826,0.0328,complex,other
Slain2,0.222014,-0.098020,0.3131,0.0493,complex,other
Slc10a4,-0.425966,-0.091593,0.3026,0.1530,complex,other
Zar1,0.052739,-0.178989,0.4231,0.0357,complex,other
Ociad1,0.250359,0.004631,0.2677,0.0580,real,other
Gm34583,-0.015376,0.536245,0.7400,0.2952,real,other
Cwh43,-0.043963,0.073724,0.2944,0.0058,real,other
Dcun1d4,0.595884,-0.026657,0.5472,0.3364,real,other
Spata18,-0.163781,0.208034,0.5453,0.0740,real,other
Usp46os2,-0.133761,0.469812,0.7556,0.2427,real,other
Dancr,0.211421,0.120205,0.4682,0.0653,real,other
Rasl11b,0.356042,-0.064082,0.2531,0.1159,complex,other
Fip1l1,0.090721,0.137629,0.4191,0.0288,real,other
Gm6116,-0.133687,0.142604,0.4503,0.0394,real,other
Gsx2,-0.037072,0.080912,0.3036,0.0082,real,other
Pdgfra,-0.042176,0.299766,0.5690,0.0783,real,other
Kit,-0.186531,0.448365,0.7693,0.2884,real,other
Gm7982,-0.139220,0.175567,0.4944,0.0561,real,other
Srd5a3,-0.013841,0.413956,0.6504,0.1653,real,other
Tmem165,-0.136828,0.427165,0.7256,0.2187,real,other
Gm7467,-0.434481,-0.047693,0.2184,0.1762,complex,other
Exoc1,0.219372,0.228770,0.6004,0.1273,real,other
Cep135,-0.048689,0.210187,0.4835,0.0444,real,other
C530008M17Rik,-0.037961,-0.249501,0.4995,0.0604,complex,other
2310040G07Rik,0.070597,0.573605,0.7935,0.3528,real,other
Paics,0.419585,0.039103,0.4981,0.1854,real,other
Srp72,-0.006539,0.394991,0.6318,0.1564,real,other
Arl9,-0.265546,0.396420,0.7762,0.2964,real,other
Thegl,-0.085244,0.039374,0.2456,0.0089,real,other
Rest,-0.081889,0.360993,0.6432,0.1504,real,other
Polr2b,0.436843,0.245921,0.7603,0.3444,real,other
Adgrl3,-0.148522,0.221634,0.5509,0.0835,real,other
Stap1,-0.172323,0.136600,0.4657,0.0581,real,other
Ythdc1,-0.161409,0.191407,0.5256,0.0712,real,other
Ugt2b35,0.154614,-0.061633,0.2483,0.0233,complex,other
Csn1s1,-0.158227,0.149574,0.4739,0.0553,real,other
Csn1s2a,-0.090310,0.319097,0.6118,0.1169,real,other
Csn1s2b,0.040451,-0.046138,0.2148,0.0024,complex,other
Prr27,-0.153805,0.425207,0.7335,0.2661,real,other
Gm7337,-0.319648,0.022544,0.3791,0.1075,real,other
Odam,0.376772,-0.123454,0.3514,0.1263,complex,other
BC037156,-0.296384,-0.064797,0.2546,0.0801,complex,other
Csn3,-0.131194,0.392287,0.6954,0.1858,real,other
BC051076,-0.107023,-0.021727,0.1474,0.0095,complex,other
2310003L06Rik,0.036642,-0.007276,0.0853,-0.0008,complex,other
Cabs1,0.022423,0.154265,0.4041,0.0242,real,other
Smr3a,-0.004976,0.050221,0.2266,0.0022,real,other
Smr2,-0.291799,0.207123,0.6238,0.1703,real,other
Prol1,0.046201,0.373117,0.6344,0.1598,real,other
Amtn,-0.059828,0.107803,0.3596,0.0107,real,other
Ambn,-0.092580,0.392976,0.6749,0.1749,real,other
Enam,-0.095094,0.070911,0.3180,0.0144,real,other
Utp3,-0.281246,-0.091773,0.3029,0.0677,complex,other
Rufy3,-0.019747,0.339068,0.5923,0.1092,real,other
Mob1b,0.143220,0.290085,0.6149,0.1148,real,other
Dck,0.240323,0.113458,0.4778,0.0853,real,other
Slc4a4,0.758172,-0.060310,0.6679,0.4707,real,other
Npffr2,-0.173224,0.099730,0.4141,0.0459,real,other
Gm9958,0.321468,0.007064,0.3421,0.1041,real,other
Alb,-0.337894,0.095687,0.5214,0.1473,real,other
Afp,0.009406,-0.184336,0.4293,0.0325,complex,other
Afm,0.298350,-0.271126,0.5207,0.1197,complex,other
5830473C10Rik,0.611938,-0.281777,0.5308,0.2898,complex,other
Cxcl5,-0.127978,-0.189857,0.4357,0.0467,complex,other
Ppbp,0.115484,0.129136,0.4217,0.0274,real,other
Pf4,-0.136556,0.150584,0.4623,0.0379,real,other
Cxcl3,-0.269067,0.409200,0.7882,0.3228,real,other
Cxcl15,-0.292671,0.363042,0.7664,0.3115,real,other
Cxcl1,0.105214,0.078449,0.3376,-0.0529,real,immune
Cxcl2,-0.095160,-0.022638,0.1505,0.0089,complex,other
Mthfd2l,0.051173,0.000719,0.0627,0.0023,real,other
Epgn,-0.064655,0.192381,0.4721,0.0433,real,other
Ereg,-0.398354,0.006287,0.4136,0.1561,real,other
Areg,-0.042949,0.335896,0.6014,0.1048,real,other
Parm1,0.027477,0.589102,0.7814,0.2304,real,other
Thap6,0.192285,0.256906,0.6120,0.1079,real,other
Gm1045,-0.374183,0.137037,0.6019,0.1560,real,other
Uso1,0.234404,0.050925,0.3715,0.0587,real,other
Art3,-0.066107,0.202060,0.4838,0.0435,real,other
Fam47e,0.898147,-0.278265,0.5275,0.5236,complex,other
Stbd1,0.767918,-0.277182,0.5265,0.4015,complex,other
Shroom3,-0.007341,0.142348,0.3810,0.0083,real,other
9330159N05Rik,0.238499,0.133501,0.5036,0.0915,real,other
Sept11,0.561258,0.061431,0.6550,0.3704,real,other
2010109A12Rik,0.078443,0.337642,0.6216,0.1451,real,other
Ccng2,0.430174,0.138832,0.6453,0.3038,real,other
Cxcl13,0.112198,-0.022809,0.1510,0.0026,complex,other
Mrpl1,0.144741,0.559289,0.8237,0.3446,real,other
Fras1,0.242178,-0.116667,0.3416,0.0592,complex,other
Anxa3,-0.032519,0.049396,0.2391,-0.0143,real,other
Bmp2k,-0.296659,0.333156,0.7443,0.2818,real,other
Prdm8,0.018852,-0.035164,0.1875,-0.0015,complex,other
Fgf5,-0.032194,0.229563,0.4955,0.0451,real,other
1700007G11Rik,-0.345124,-0.194102,0.4406,0.1151,complex,other
Bmp3,-0.276587,-0.129184,0.3594,0.0739,complex,other
Prkg2,-0.011351,0.349620,0.5970,0.1236,real,other
4930522N08Rik,-0.049963,0.157090,0.4221,0.0271,real,other
4930524J08Rik,0.018023,-0.063904,0.2528,0.0023,complex,other
Enoph1,0.278451,-0.004806,0.2600,0.0742,real,other
Gm9932,-0.239181,-0.185690,0.4309,0.0740,complex,other
Cops4,0.057326,0.438927,0.6918,0.1795,real,other
Agpat9,-0.000982,0.017630,0.1333,-0.0022,real,other
Cds1,-0.058014,-0.219851,0.4689,0.0462,complex,other
Arhgap24,0.811960,-0.128371,0.5969,0.5382,real,other
Ptpn13,-0.352207,-0.137064,0.3702,0.1114,complex,other
Aff1,-0.059630,0.196657,0.4743,0.0438,real,other
Nudt9,0.280454,0.275473,0.6835,0.2768,real,other
Dspp,-0.121485,0.367405,0.6699,0.1569,real,other
Dmp1,0.016067,0.308516,0.5635,0.0976,real,other
Ibsp,-0.168930,0.136725,0.4638,0.0488,real,other
Mepe,0.125620,-0.114668,0.3386,0.0282,complex,other
Spp1,0.037335,0.080130,0.3024,0.0026,real,other
Pkd2,-0.162693,0.429229,0.7415,0.2393,real,other
BC005561,0.018406,0.536217,0.7415,0.2108,real,other
D930016D06Rik,0.034760,-0.024186,0.1555,0.0026,complex,other
Txlng,0.094490,0.174930,0.4682,0.0427,real,other
Lrrc8b,0.181059,0.398253,0.7281,0.2345,real,other
Lrrc8c,0.038449,0.224248,0.4932,0.0509,real,other
Lrrc8d,0.713272,-0.026434,0.6741,0.4830,real,other
D830014E11Rik,-0.305338,-0.050915,0.2256,0.0901,complex,other
Zfp326,0.081517,0.508585,0.7551,0.2855,real,other
Cdc7,-0.045760,0.009572,0.1234,0.0022,real,other
Brdt,0.087033,0.156742,0.4418,0.0289,real,other
Ephx4,0.010509,-0.337351,0.5808,0.0806,complex,other
Lpcat2b,-0.082379,0.344911,0.6299,0.1345,real,other
Btbd8,0.214967,0.131555,0.4858,0.0772,real,other
Rpap2,0.277141,0.130923,0.5260,0.1231,real,other
Ube2d2b,-0.331842,-0.087981,0.2966,0.1448,complex,other
Mtf2,-0.050949,0.077865,0.3057,0.0074,real,other
Ccdc18,0.043318,-0.003672,0.0606,0.0018,complex,other
Dr1,0.132937,0.077765,0.3531,0.0244,real,other
Pigg,-0.161760,-0.137033,0.3702,0.0384,complex,other
Gm10419,0.035923,0.223500,0.4911,0.0412,real,other
Pde6b,0.413306,-0.242618,0.4926,0.1350,complex,other
Pcgf3,0.111045,0.144905,0.4402,0.0331,real,other
Tmem175,0.735463,-0.105088,0.5413,0.4391,real,other
Idua,0.431671,-0.223594,0.4729,0.1681,complex,other
Fgfrl1,0.754144,-0.156372,0.3954,0.4333,complex,other
Gm10417,0.397325,-0.261575,0.5114,0.1640,complex,other
Vmn2r16,-0.267577,-0.166617,0.4082,0.0757,complex,other
Vmn2r17,-0.080233,0.346143,0.6298,0.1317,real,other
Plcxd1,0.074971,0.074709,0.3134,0.0103,real,other
Zfp605,0.360752,-0.142898,0.3780,0.1041,complex,other
Chfr,0.071096,0.591472,0.8054,0.3347,real,other
Golga3,-0.476569,0.003118,0.4830,0.2237,real,other
