gene,beta1,beta2,eigenvalue_modulus,r2,root_type,category
Dedd2,0.492896,-0.082966,0.2880,0.2074,complex,other
Gsk3a,0.012745,0.389334,0.6304,0.1714,real,other
Erf,0.402172,-0.040531,0.2013,0.1390,complex,other
Ceacam1,0.901207,-0.220189,0.4692,0.5789,complex,other
Pafah1b3,0.270776,0.306382,0.7052,0.1862,real,other
Cnfn,-0.073720,0.327641,0.6104,0.0934,real,other
Lipe,0.397641,0.037857,0.4770,0.1669,real,other
Cxcl17,0.027774,0.033943,0.1986,-0.0009,real,other
Ceacam2,-0.481924,-0.303285,0.5507,0.1942,complex,other
Erich4,-0.222984,0.455555,0.7956,0.3073,real,other
Bckdha,0.230839,0.092263,0.4404,0.0718,real,other
Tmem91,-0.146657,0.055087,0.3192,0.0264,real,other
Ccdc97,-0.493393,-0.101292,0.3183,0.1978,complex,other
Hnrnpul1,-0.001125,0.335870,0.5801,0.0997,real,other
Axl,-0.267428,0.118578,0.5031,0.1026,real,other
Cyp2s1,0.152585,-0.009274,0.0963,0.0196,complex,other
Rpl37a,0.345372,0.026489,0.4100,0.1170,real,other
Nlrp9c,-0.225392,0.398147,0.7537,0.2736,real,other
Vmn1r185,-0.027044,0.201186,0.4623,0.0407,real,other
Cyp2b23,-0.172901,0.186297,0.5266,0.0755,real,other
Cyp2a22,-0.226600,-0.198568,0.4456,0.0739,complex,other
Egln2,0.027037,0.327693,0.5861,0.1157,real,other
Rab4b,0.264829,0.132747,0.5201,0.1039,real,other
Mia,-0.462174,-0.280199,0.5293,0.1980,complex,other
Snrpa,0.117899,0.417602,0.7079,0.1927,real,other
Itpkc,-0.368074,0.188620,0.6557,0.2176,real,other
Ltbp4,0.062903,0.416043,0.6772,0.1760,real,other
Shkbp1,0.043625,0.427151,0.6757,0.1908,real,other
Sptbn4,-0.119312,0.084919,0.3571,0.0145,real,other
Pld3,0.054052,0.365160,0.6319,0.1436,real,other
Map3k10,-0.215880,-0.040057,0.2001,0.0438,complex,other
Zfp974,-0.002065,0.081712,0.2869,0.0060,real,other
Zfp780b,-0.149305,0.253416,0.5836,0.1044,real,other
Zfp850,-0.127687,0.222026,0.5393,0.0736,real,other
Psmc4,0.405219,-0.057543,0.2399,0.1532,complex,other
BC089491,-0.095768,0.394638,0.6779,0.1760,real,other
Dll3,-0.059539,-0.053827,0.2320,0.0052,complex,other
Timm50,-0.323681,0.336302,0.7639,0.3314,real,other
Supt5,-0.219833,-0.154036,0.3925,0.0574,complex,other
Plekhg2,-0.084397,0.020712,0.1922,-0.0178,real,other
Zfp36,0.249912,0.013912,0.2968,0.0646,real,other
Med29,-0.028112,0.059375,0.2581,0.0015,real,other
Samd4b,-0.336122,0.073835,0.4876,0.1360,real,other
Ifnl2,-0.100096,0.539901,0.7865,0.3123,real,other
Nccrp1,-0.457137,0.258582,0.7861,0.4235,real,other
Pak4,-0.146230,0.079519,0.3644,0.0286,real,other
Acp7,-0.015752,0.270430,0.5280,0.0812,real,other
Mrps12,0.237437,0.111542,0.4732,0.0791,real,other
Nfkbib,0.271630,0.320045,0.7176,0.2567,real,other
Gm10648,-0.320756,0.165196,0.5973,0.1615,real,other
Actn4,0.340648,0.225735,0.6750,0.2500,real,other
Eif3k,0.000285,0.453819,0.6738,0.2603,real,other
Ryr1,0.100818,0.029028,0.2281,0.0106,real,other
Fam98c,-0.002851,0.192551,0.4402,0.0164,real,other
Spred3,-0.242273,0.171876,0.5531,0.1171,real,other
Psmd8,0.096958,0.157119,0.4478,0.0277,real,other
Kcnk6,0.036757,0.265285,0.5338,0.0723,real,other
2200002D01Rik,-0.087873,0.258564,0.5543,0.0606,real,other
Spint2,0.257718,-0.036801,0.1918,0.0484,complex,other
Sipa1l3,-0.210537,-0.452732,0.6729,0.2122,complex,other
Zfp940,0.210161,0.056887,0.3657,0.0529,real,other
Zfp27,-0.231235,-0.055602,0.2358,0.0510,complex,other
Zfp74,0.321725,0.094974,0.5085,0.1392,real,other
Zfp14,-0.028691,0.035285,0.2027,-0.0200,real,other
Zfp82,0.101793,-0.364807,0.6040,0.1144,complex,other
Zfp566,-0.243414,0.233842,0.6204,0.1503,real,other
Zfp146,-0.349437,0.206906,0.6620,0.2685,real,other
Capns1,0.461382,-0.005104,0.4500,0.2136,real,other
Tbcb,-0.108769,-0.004975,0.0705,0.0091,complex,other
Ovol3,0.137466,0.015110,0.2096,0.0187,real,other
Wdr62,0.146667,0.073595,0.3544,0.0240,real,other
Sdhaf1,0.329536,0.264235,0.7046,0.1950,real,other
Lrfn3,0.561813,-0.006119,0.5507,0.2839,real,other
Hcst,-0.411508,0.142241,0.6354,0.2449,real,other
Aplp1,-0.170131,0.175090,0.5121,0.0686,real,other
Kirrel2,-0.062258,0.031655,0.2118,0.0051,real,other
Arhgap33,-0.405950,-0.149541,0.3867,0.1525,complex,other
Proser3,0.202800,0.314174,0.6710,0.1956,real,other
Lin37,0.252320,0.117131,0.4909,0.1000,real,other
Kmt2b,-0.547321,-0.097582,0.3124,0.2557,complex,other
Zbtb32,-0.300476,-0.374182,0.6117,0.1810,complex,other
Upk1a,0.092180,0.390298,0.6725,0.1239,real,other
Cox6b1,0.300768,0.120361,0.5285,0.1288,real,other
Etv2,0.044181,-0.012030,0.1097,-0.0005,complex,other
Rbm42,-0.217140,0.183914,0.5510,0.1063,real,other
Pmis2,-0.251365,0.110598,0.4812,0.0739,real,other
Tmem147,0.361819,0.141734,0.5986,0.1947,real,other
Gapdhs,-0.144341,-0.249418,0.4994,0.0734,complex,other
Ffar2,0.038161,-0.356795,0.5973,0.1223,complex,other
Ffar3,-0.145623,0.599399,0.8504,0.3377,real,other
Ffar1,0.357393,-0.172800,0.4157,0.1212,complex,other
Cd22,-0.011511,-0.246427,0.4964,0.0575,complex,other
Mag,0.026859,-0.285369,0.5342,0.0735,complex,other
Hamp2,0.167759,0.110231,0.4263,0.0300,real,other
Hamp,-0.056261,0.062498,0.2797,0.0065,real,other
Usf2,0.561090,-0.008957,0.5446,0.3181,real,other
Lsr,1.289171,-0.598666,0.7737,0.7559,complex,other
Fxyd5,0.167203,0.196995,0.5352,0.0734,real,other
Fxyd7,-0.191530,0.094740,0.4181,0.0452,real,other
Fxyd1,0.603515,-0.032005,0.5448,0.3239,real,other
Fxyd3,0.007026,-0.273310,0.5228,0.0781,complex,other
Hpn,0.182282,-0.166647,0.4082,0.0451,complex,other
Scn1b,0.044544,-0.283735,0.5327,0.0921,complex,other
Gramd1a,-0.201421,0.303777,0.6610,0.1662,real,other
Scgb1b2,-0.232092,0.076352,0.4157,0.0773,real,other
Scgb2b23-ps,-0.291420,0.003570,0.3032,0.0808,real,other
Scgb2b24,-0.057386,-0.056309,0.2373,0.0057,complex,other
Scgb2b27,-0.018938,-0.041066,0.2026,0.0019,complex,other
Wtip,-0.067344,0.218016,0.5018,0.0464,real,other
Uba2,-0.428036,0.342633,0.8373,0.4830,real,other
Pdcd2l,0.068639,0.408922,0.6747,0.1680,real,other
Gpi1,0.444229,0.166141,0.6863,0.2746,real,other
4931406P16Rik,0.101225,0.363840,0.6559,0.1394,real,other
Lsm14a,-0.033228,0.346205,0.6052,0.1201,real,other
Kctd15,-0.060738,-0.075619,0.2750,0.0082,complex,other
Chst8,0.225521,0.144997,0.5099,0.0882,real,other
Cebpg,0.047194,0.128556,0.3829,0.0134,real,other
Lrp3,0.102845,0.449075,0.7235,0.2160,real,other
Wdr88,0.060208,-0.116187,0.3409,0.0119,complex,other
Gpatch1,-0.077197,0.391286,0.6653,0.1748,real,other
Faap24,-0.004808,-0.058916,0.2427,0.0023,complex,other
Tdrd12,0.241132,0.047079,0.3688,0.0621,real,other
Nudt19,-0.082007,0.188438,0.4770,0.0443,real,other
Rgs9bp,0.039934,0.076729,0.2977,0.0053,real,other
Dpy19l3,0.358300,-0.075852,0.2754,0.1087,complex,other
Zfp507,0.123253,0.074862,0.3421,0.0204,real,other
Zfp536,-0.175767,0.019369,0.2525,0.0319,real,other
Uri1,0.646164,-0.099834,0.3905,0.3383,real,other
Ccne1,0.721887,-0.161381,0.4017,0.3988,complex,target
Plekhf1,0.164726,0.171084,0.5041,0.0649,real,other
Pop4,0.389903,0.148168,0.6264,0.2091,real,other
AI987944,-0.126511,0.433117,0.7244,0.2182,real,other
Vmn2r-ps57,-0.191016,0.095005,0.4182,0.0536,real,other
4933421I07Rik,0.117737,0.100110,0.3807,0.0262,real,other
Zfp975,-0.113383,0.510440,0.7734,0.2781,real,other
Zfp715,-0.282832,0.359540,0.7575,0.2993,real,other
Iglon5,0.074789,-0.032854,0.1813,0.0046,complex,other
4931406B18Rik,-0.320966,0.090139,0.5009,0.1210,real,other
Gm2511,-0.193150,0.002577,0.2057,0.0370,real,other
Cd33,0.388230,-0.067111,0.2591,0.1558,complex,other
Siglece,0.275907,0.193549,0.5990,0.1461,real,other
Gm10109,0.063411,-0.339763,0.5829,0.1199,complex,other
1700028J19Rik,-0.048052,-0.139866,0.3740,0.0195,complex,other
Acpt,0.065488,0.365816,0.6385,0.1339,real,other
Clec11a,-0.326126,-0.224245,0.4735,0.0945,complex,other
1700008O03Rik,0.148353,-0.285690,0.5345,0.0876,complex,other
Emc10,0.055576,0.016499,0.1592,0.0032,real,other
Mybpc2,-0.190730,-0.271179,0.5207,0.0910,complex,other
Spib,0.610565,-0.351197,0.5926,0.3502,complex,other
Pold1,0.147377,-0.242615,0.4926,0.0681,complex,other
Nr1h2,0.187885,0.190976,0.5409,0.0836,real,other
Myh14,0.138812,-0.128784,0.3589,0.0294,complex,other
Zfp473,-0.418487,-0.018957,0.3668,0.1474,real,other
Atf5,1.213618,-0.501009,0.7078,0.7734,complex,other
Tbc1d17,0.045395,0.389670,0.6473,0.1398,real,other
Ptov1,0.272493,0.211550,0.6159,0.1447,real,other
Med25,0.214125,0.227557,0.5960,0.1252,real,other
D7Bwg0826e,-0.059305,0.175241,0.4493,0.0314,real,other
Ap2a1,0.321349,0.033484,0.4042,0.1064,real,other
Cpt1c,-0.173338,-0.051824,0.2276,0.0289,complex,other
Prmt1,-0.046481,0.090311,0.3247,0.0088,real,other
Bcl2l12,0.198616,0.020388,0.2732,0.0395,real,other
Scaf1,-0.040000,-0.108888,0.3300,0.0107,complex,other
Prr12,0.090330,-0.003536,0.0595,0.0077,complex,other
Prrg2,-0.264943,0.229224,0.6292,0.1683,real,other
Rcn3,-0.113035,0.198552,0.5057,0.0537,real,other
Rps11,0.169444,0.096512,0.4067,0.0304,real,other
Snord35b,0.320275,0.250764,0.6859,0.2465,real,other
Snord35a,0.294947,-0.234929,0.4847,0.0820,complex,other
Snord33,0.108947,0.154781,0.4516,0.0124,real,other
Flt3l,0.466196,0.003551,0.4737,0.2222,real,other
Aldh16a1,-0.083396,-0.221811,0.4710,0.0458,complex,other
Ccdc155,-0.288214,-0.057404,0.2396,0.0772,complex,other
Dkkl1,-0.076702,-0.061180,0.2473,0.0010,complex,other
Cd37,0.504093,-0.144222,0.3798,0.1982,complex,other
Trpm4,-0.190149,-0.169872,0.4122,0.0541,complex,other
Ppfia3,0.176183,0.020687,0.2568,0.0322,real,other
Lin7b,0.233218,0.412522,0.7694,0.2489,real,other
Snrnp70,-0.206678,0.392820,0.7386,0.2619,real,other
Ruvbl2,0.317114,0.065340,0.4594,0.1158,real,other
Bax,-0.451142,-0.023313,0.3916,0.1901,real,target
Dhdh,0.590452,-0.261264,0.5111,0.2807,complex,other
Nucb1,-0.167730,0.324521,0.6597,0.1573,real,other
Ppp1r15a,0.148417,0.228627,0.5581,0.0834,real,other
Fgf21,0.177818,0.233229,0.5800,0.0898,real,other
Fut2,-0.026237,0.115413,0.3531,0.0097,real,other
Sec1,-0.363510,0.238799,0.7031,0.2507,real,other
Sphk2,0.677182,-0.314201,0.5605,0.3254,complex,other
Spaca4,-0.017456,-0.174320,0.4175,0.0304,complex,other
Sult2b1,0.151181,-0.217395,0.4663,0.0610,complex,other
Gm5897,-0.068132,-0.167906,0.4098,0.0316,complex,other
Cyth2,-0.088125,0.295962,0.5899,0.0964,real,other
Kcnj14,0.110426,-0.311794,0.5584,0.1148,complex,other
Grwd1,0.086306,0.117091,0.3880,0.0199,real,other
Grin2d,0.103763,0.221033,0.5249,0.0522,real,other
Syngr4,-0.501068,-0.216974,0.4658,0.2254,complex,other
Emp3,0.161266,0.136549,0.4589,0.0477,real,other
Abcc6,-0.125882,0.117965,0.4121,0.0329,real,other
Kcnj11,-0.237708,-0.045179,0.2126,0.0526,complex,other
Abcc8,0.265736,-0.119533,0.3457,0.0676,complex,other
Ush1c,-0.059840,0.686327,0.8589,0.4221,real,other
Sergef,0.078561,-0.226233,0.4756,0.0505,complex,other
Tph1,-0.016181,-0.018476,0.1359,-0.0005,complex,other
Saal1,0.175297,0.000944,0.1805,0.0298,real,other
Saa3,0.032708,-0.169112,0.4112,0.0253,complex,other
Saa4,0.580979,-0.175155,0.4185,0.2589,complex,other
Saa1,-0.188828,0.097202,0.4202,0.0494,real,other
Hps5,-0.030845,0.411551,0.6571,0.1741,real,other
Spty2d1,-0.397076,0.023825,0.4500,0.1612,real,other
Ptpn5,-0.255410,-0.120136,0.3466,0.0661,complex,other
Mrgpra6,0.156156,0.163675,0.4901,0.0604,real,other
Mrgpra1,-0.061904,0.305259,0.5843,0.0947,real,other
Mrgpra3,-0.308046,0.170180,0.5944,0.1626,real,other
Mrgpra4,-0.177896,0.191363,0.5354,0.0784,real,other
Mrgprx1,-0.068173,-0.076683,0.2769,0.0092,complex,other
Mrgprb5,-0.055361,0.322626,0.5964,0.1096,real,other
Mrgprb4,-0.099960,0.068772,0.3169,0.0156,real,other
Mrgprb1,-0.051131,0.040809,0.2292,0.0030,real,other
Mrgprx2,-0.180694,0.036134,0.3008,0.0331,real,other
Mrgprb2,-0.094663,0.059728,0.2963,0.0123,real,other
Mrgprb3,-0.021368,0.262736,0.5234,0.0699,real,other
Csrp3,0.569594,0.163087,0.7790,0.4078,real,other
E2f8,0.238727,0.123659,0.4907,0.0920,real,other
Dbx1,0.026824,0.001517,0.0546,-0.0016,real,other
Fancf,0.507578,-0.318780,0.5646,0.2339,complex,other
Svip,0.147974,0.299448,0.6262,0.1284,real,other
Nipa2,-0.086933,0.061564,0.2954,0.0104,real,other
Nipa1,0.501441,0.033282,0.5608,0.2619,real,other
Gabrg3,0.055727,0.210404,0.4874,0.0485,real,other
Gabra5,0.009612,0.177951,0.4267,0.0305,real,other
Snord115,-0.143711,0.133361,0.4440,0.0419,real,other
A230006K03Rik,-0.231258,-0.049799,0.2232,0.0499,complex,other
Gm9801,0.013497,0.255482,0.5122,0.0665,real,other
Gm32061,-0.118257,0.104158,0.3872,0.0265,real,other
Mkrn3,-0.216304,0.006679,0.2437,0.0470,real,other
Peg12,0.115069,-0.174357,0.4176,0.0393,complex,other
Chrna7,-0.254117,0.108659,0.4803,0.0882,real,other
Klf13,0.707896,-0.101480,0.5082,0.4159,real,other
Fan1,0.188175,-0.017647,0.1328,0.0341,complex,other
Mphosph10,-0.093385,0.077459,0.3289,0.0108,real,other
Fam189a1,-0.064173,0.242440,0.5255,0.0612,real,other
Ndnl2,0.018308,0.248844,0.5081,0.0572,real,other
Tjp1,-0.147982,0.206000,0.5339,0.0592,real,other
Gm10624,0.231393,-0.377643,0.6145,0.1622,complex,other
Lrrk1,-0.399780,-0.186842,0.4323,0.1410,complex,other
Aldh1a3,0.190057,0.119841,0.4540,0.0565,real,other
Asb7,0.012263,0.352467,0.5999,0.1221,real,other
Mef2a,0.302845,-0.050722,0.2252,0.0878,complex,other
Lrrc28,0.565538,-0.024289,0.5187,0.3050,real,other
Synm,0.153018,-0.279089,0.5283,0.0820,complex,other
Pgpep1l,0.341566,-0.297930,0.5458,0.1409,complex,other
Arrdc4,0.254705,0.124323,0.5022,0.0970,real,other
Nr2f2,0.113947,0.082129,0.3492,0.0214,real,other
Gm10295,-0.032369,0.266644,0.5328,0.0664,real,other
Mctp2,-0.214237,0.108950,0.4541,0.0659,real,other
Chd2,0.181668,0.226529,0.5754,0.0793,real,other
A830073O21Rik,-0.079681,0.215166,0.5054,0.0524,real,other
Gm10619,0.022551,0.245368,0.5068,0.0589,real,other
St8sia2,-0.137983,0.306472,0.6269,0.0953,real,other
Slco3a1,0.453436,0.110805,0.6295,0.2224,real,other
Sv2b,0.133615,0.105804,0.3989,0.0317,real,other
Ntrk3,0.055699,0.365216,0.6328,0.1424,real,other
Mrpl46,-0.731693,-0.032054,0.6849,0.5032,real,other
Det1,0.441061,-0.117558,0.3429,0.1668,complex,other
Hapln3,0.379644,-0.173422,0.4164,0.1341,complex,other
Mfge8,-0.328029,0.217198,0.6581,0.1991,real,other
Rlbp1,0.121314,-0.014933,0.1222,0.0145,complex,other
Polg,-0.357991,0.088434,0.5261,0.1614,real,other
Rhcg,-0.050822,0.075573,0.3015,0.0073,real,other
Kif7,0.155860,-0.188975,0.4347,0.0502,complex,other
Plin1,0.134620,0.145687,0.4549,0.0441,real,other
Pex11a,0.576146,0.094379,0.7092,0.3946,real,other
Mesp1,-0.023560,0.176206,0.4317,0.0156,real,other
Anpep,0.214912,0.307228,0.6721,0.1771,real,other
Ap3s2,0.012895,0.006763,0.0889,-0.0038,real,other
Arpin,0.108683,0.236165,0.5433,0.0722,real,other
Idh2,0.128932,0.133978,0.4361,0.0296,real,metabolic
Rccd1,0.199814,0.120106,0.4606,0.0618,real,other
Unc45a,0.657572,-0.167468,0.4092,0.3251,complex,other
Man2a2,-0.594908,-0.195522,0.4422,0.2838,complex,other
Fes,0.034919,0.000300,0.0421,-0.0006,real,other
Furin,0.132453,0.259815,0.5802,0.0948,real,other
Blm,0.308212,0.018507,0.3597,0.0965,real,other
Crtc3,0.389521,0.087972,0.5496,0.1797,real,other
Iqgap1,-0.095601,0.020284,0.1980,0.0079,real,other
Wdr73,0.106903,-0.250988,0.5010,0.0681,complex,other
Nmb,0.228994,0.043326,0.3521,0.0558,real,other
Sec11a,0.149318,0.106924,0.4101,0.0385,real,other
Cpeb1,0.226235,0.103952,0.4548,0.0659,real,other
Ap3b2,-0.081425,0.009750,0.1475,0.0067,real,other
BC048679,-0.515457,-0.181418,0.4259,0.2212,complex,other
Fsd2,-0.205706,0.217604,0.5805,0.1084,real,other
Homer2,1.005262,-0.284738,0.5336,0.6472,complex,other
3110040N11Rik,0.313530,0.321345,0.7449,0.2931,real,other
Hdgfrp3,-0.199264,-0.269266,0.5189,0.1125,complex,other
Bnc1,-0.087339,0.408316,0.6842,0.1832,real,other
Saxo2,-0.150116,0.232634,0.5632,0.0884,real,other
Gm10610,-0.172216,0.015996,0.2391,0.0308,real,other
Il16,0.016758,-0.223806,0.4731,0.0501,complex,other
Cfap161,-0.069839,0.365831,0.6408,0.1500,real,other
Mesdc1,0.048049,0.313950,0.5849,0.0896,real,other
Cemip,-0.501626,-0.034212,0.4202,0.2187,real,other
Abhd17c,1.021196,-0.396817,0.6299,0.6327,complex,other
Arnt2,-0.005073,0.433277,0.6608,0.1821,real,other
Fah,0.035608,-0.127237,0.3567,0.0129,complex,other
Zfand6,0.284058,0.129727,0.5292,0.1027,real,other
Vmn2r65,-0.106303,0.084185,0.3481,0.0200,real,other
Vmn2r66,-0.085269,0.174911,0.4630,0.0397,real,other
Vmn2r68,-0.187425,0.141894,0.4819,0.0667,real,other
Vmn2r70,-0.069724,0.013236,0.1551,0.0040,real,other
Vmn2r74,-0.216872,0.140470,0.4986,0.0813,real,other
Vmn2r76,-0.213524,-0.080099,0.2830,0.0428,complex,other
Olfr310,-0.199293,0.214736,0.5736,0.1077,real,other
Olfr309,-0.028831,0.204256,0.4666,0.0412,real,other
Olfr308,-0.012697,0.013335,0.1220,-0.0023,real,other
Olfr307,-0.247280,0.160360,0.5427,0.1108,real,other
Olfr305,-0.088868,-0.005914,0.0769,0.0070,complex,other
Olfr304,-0.160855,0.111277,0.4236,0.0427,real,other
Olfr303,-0.129124,0.073365,0.3430,0.0226,real,other
Olfr298,-0.090291,0.191629,0.4852,0.0475,real,other
Olfr294,-0.105822,0.134548,0.4235,0.0303,real,other
Folh1,-0.270715,0.045243,0.3875,0.0829,real,other
Tyr,-0.103667,0.047410,0.2757,0.0146,real,other
Rps13,0.046805,0.333328,0.6012,0.0920,real,other
Tmem135,0.896926,-0.338485,0.5818,0.4665,complex,other
Prss23,-0.108623,0.200233,0.5051,0.0591,real,other
A230065N10Rik,-0.065657,-0.138965,0.3728,0.0179,complex,other
Ccdc81,-0.138860,0.341460,0.6579,0.1533,real,other
l7Rn6,1.004137,-0.337092,0.5806,0.6006,complex,other
Ccdc83,-0.200608,0.386950,0.7304,0.2690,real,other
Tmem126a,0.154066,0.345613,0.6699,0.1602,real,other
Tmem126b,-0.196383,0.068232,0.3772,0.0460,real,other
Ankrd42,-0.001133,-0.130498,0.3612,0.0090,complex,other
Pcf11,0.367802,-0.018005,0.3097,0.1293,real,other
4632427E13Rik,0.834521,-0.247337,0.4973,0.5139,complex,other
Ddias,-0.154586,-0.077206,0.2779,0.0248,complex,other
Gm9934,0.164187,-0.043076,0.2075,0.0269,complex,other
Gm15413,-0.493608,-0.229443,0.4790,0.1986,complex,other
Usp35,0.085427,-0.321348,0.5669,0.0669,complex,other
Thrsp,0.978152,-0.278564,0.5278,0.6215,complex,other
Aamdc,-0.095999,0.479311,0.7420,0.2469,real,other
Rsf1os2,-0.378919,0.064723,0.5067,0.1578,real,other
Aqp11,0.805972,-0.127232,0.5905,0.5239,real,other
Myo7a,0.300657,0.215485,0.6383,0.1858,real,other
Capn5,0.480687,0.014257,0.5087,0.2008,real,other
Omp,-0.211812,-0.177128,0.4209,0.0621,complex,other
B3gnt6,0.018925,-0.186633,0.4320,0.0285,complex,other
Acer3,0.119407,0.148009,0.4490,0.0387,real,other
Tsku,0.991679,-0.369686,0.6080,0.6077,complex,other
A630091E08Rik,-0.081393,0.350675,0.6343,0.1402,real,other
Emsy,-0.584524,0.043898,0.6519,0.3752,real,other
Uvrag,0.171920,0.377783,0.7066,0.2054,real,other
Dgat2,0.436914,0.177621,0.6932,0.3043,real,other
Mogat2,0.210311,-0.025931,0.1610,0.0390,complex,other
Serpinh1,0.156510,0.254582,0.5888,0.0987,real,other
Rps3,0.154934,-0.029616,0.1721,0.0219,complex,other
Snord15b,0.395335,0.305526,0.7847,0.3421,real,other
Snord15a,0.872777,-0.403047,0.6349,0.4432,complex,other
Tpbgl,0.456084,0.060473,0.5634,0.1973,real,other
Slco2b1,0.604320,-0.062971,0.4705,0.3284,real,other
F730035P03Rik,-0.400646,0.023497,0.4526,0.1649,real,other
Neu3,0.723348,-0.214447,0.4631,0.4018,complex,other
Spcs2,0.525108,-0.034935,0.4469,0.2593,real,other
Rnf169,0.140185,0.037897,0.2770,0.0207,real,other
Gm5115,0.017440,0.170968,0.4223,0.0258,real,other
Pold3,-0.030212,0.529482,0.7429,0.2550,real,other
Ppme1,0.062277,0.276298,0.5577,0.0781,real,other
Gm10603,-0.471076,0.227281,0.7673,0.2916,real,other
Dnajb13,0.321449,-0.105456,0.3247,0.0932,complex,other
D630004N19Rik,-0.216959,-0.087573,0.2959,0.0443,complex,other
Plekhb1,0.050248,0.330236,0.6003,0.1177,real,other
Relt,-0.194810,-0.050062,0.2237,0.0353,complex,other
Arhgef17,0.401304,0.096494,0.5705,0.1958,real,other
P2ry6,0.039317,-0.372920,0.6107,0.1309,complex,other
P2ry2,0.729530,-0.114768,0.5000,0.4371,real,other
Atg16l2,0.645269,-0.105553,0.3249,0.3651,complex,other
Art2a-ps,-0.273871,0.070699,0.4360,0.0935,real,other
Art2b,0.562125,-0.241837,0.4918,0.2500,complex,other
Inppl1,0.028178,0.240530,0.5047,0.0593,real,other
Folr2,-0.078542,0.152849,0.4322,0.0287,real,other
Folr1,0.021384,-0.032978,0.1816,0.0008,complex,other
Lrrc51,0.349131,-0.231959,0.4816,0.1139,complex,other
Il18bp,-0.453726,-0.112315,0.3351,0.1756,complex,other
Rnf121,-0.087656,0.192051,0.4843,0.0451,real,other
Art5,-0.068982,0.133183,0.4011,0.0212,real,other
Chrna10,-0.251136,-0.098581,0.3140,0.0553,complex,other
Nup98,-0.155863,0.100352,0.4042,0.0352,real,other
Rhog,-0.074285,0.585923,0.8035,0.3432,real,other
Olfr543,-0.016398,0.434973,0.6678,0.1852,real,other
Olfr544,-0.299774,0.008853,0.3269,0.0923,real,other
Olfr545,-0.062782,0.474169,0.7207,0.2084,real,other
Trim21,0.344130,0.053766,0.4608,0.1327,real,other
Olfr551,-0.233325,0.063068,0.3936,0.0648,real,other
Olfr553,-0.191857,0.076747,0.3891,0.0473,real,other
Trim68,0.598898,-0.537188,0.7329,0.3752,complex,other
Olfr33,-0.180284,0.317325,0.6606,0.1611,real,other
Olfr559,-0.145850,0.159271,0.4786,0.0516,real,other
Olfr566,-0.090278,-0.029715,0.1724,0.0078,complex,other
Olfr569,-0.027830,0.242667,0.5067,0.0599,real,other
Olfr571,-0.186507,0.287880,0.6378,0.1429,real,other
Olfr575,-0.111763,0.176374,0.4796,0.0474,real,other
Olfr577,-0.061654,0.223489,0.5046,0.0549,real,other
Olfr578,-0.052109,0.207778,0.4826,0.0449,real,other
Olfr586,-0.154541,0.193501,0.5239,0.0701,real,other
Olfr589,-0.108485,0.152694,0.4487,0.0377,real,other
Olfr591,-0.079824,0.160640,0.4427,0.0332,real,other
Usp17ld,-0.050897,0.040623,0.2286,0.0029,real,other
Olfr600,0.295521,-0.130747,0.3616,0.0828,complex,other
Olfr601,-0.095728,0.175661,0.4697,0.0411,real,other
Olfr603,-0.032108,-0.093168,0.3052,0.0078,complex,other
Olfr605,-0.022413,0.331772,0.5873,0.1119,real,other
Olfr607,-0.042643,0.119973,0.3683,0.0150,real,other
Olfr609,-0.154081,0.191398,0.5213,0.0696,real,other
Olfr610,-0.168700,0.092579,0.4001,0.0421,real,other
Olfr611,-0.079022,0.092277,0.3458,0.0146,real,other
Olfr616,-0.036691,0.210364,0.4774,0.0448,real,other
Olfr620,-0.071884,0.103363,0.3594,0.0160,real,other
Olfr622,-0.089156,0.011255,0.1597,0.0073,real,other
Olfr623,-0.157726,0.135570,0.4554,0.0497,real,other
Olfr624,-0.120249,0.194783,0.5055,0.0507,real,other
Olfr629,-0.142739,0.087513,0.3757,0.0305,real,other
Olfr630,-0.006998,-0.098261,0.3135,0.0087,complex,other
Olfr69,0.001570,0.106937,0.3278,0.0096,real,other
Olfr68,-0.083236,0.156054,0.4388,0.0326,real,other
Olfr67,0.012705,0.061812,0.2551,0.0022,real,other
Hbb-bh2,-0.174110,0.232205,0.5767,0.0969,real,other
Hbb-bh1,-0.026885,0.023344,0.1668,0.0005,real,other
Hbb-y,-0.261590,0.271709,0.6682,0.1937,real,other
Olfr66,-0.175427,0.115191,0.4383,0.0485,real,other
Olfr64,-0.114801,0.219365,0.5293,0.0672,real,other
Olfr639,-0.017136,0.105081,0.3328,0.0104,real,other
Olfr640,-0.230346,0.166694,0.5394,0.0957,real,other
Olfr642,-0.131755,0.318785,0.6343,0.1340,real,other
Olfr643,-0.181086,0.085316,0.3963,0.0430,real,other
Olfr644,-0.085090,0.158865,0.4434,0.0339,real,other
Olfr645,-0.123497,0.192318,0.5046,0.0592,real,other
4931431F19Rik,-0.059068,0.111290,0.3644,0.0080,real,other
Ubqln3,-0.002324,0.455074,0.6758,0.1715,real,other
Ubqlnl,-0.049266,0.218807,0.4930,0.0563,real,other
Olfm5,-0.012918,-0.001239,0.0352,-0.0035,complex,other
Olfr648,-0.054606,0.315553,0.5897,0.1043,real,other
Olfr649,0.064975,0.246873,0.5304,0.0674,real,other
Trim12a,0.550851,-0.016646,0.5188,0.2954,real,other
Trim12c,0.305220,0.155022,0.5749,0.1337,real,other
